Xref,Exhibition Week,Dist,Title,Director,Cast,Run Time,Rating,IMAX/3D,Genre,Locations at Opening,Pattern,Producer(s),Production Company,Synopsis,Release,Year of Release,Month of Release,Week of Release,Reported Gross,Competition,Wide Competition,Number of Expansions,Locations at Widest,Released During Covid?,Day & Date
78425,4/25/14,LGF,"Quiet Ones, The",John Pogue,"Jared Harris, Sam Claflin",98,PG13, ,"Horror, Suspense",2027,Wide,"Ben Holden, James Gay-Rees, Simon Oakes, Steven Chester Prince, Tobin Armbrust","Exclusive Media Group, Hammer Films, Traveling Picture Show Company (TPSC)",Inspired by true events.  An unorthodox but charismatic professor who uses controversial methods leads his best students off the grid to take part in a dangerous experiment: to create a poltergeist from negative human energy.,4/25/14,2014,4,17,8509867,2,0,0,2027,0,0
57542,5/2/14,SNY,"Amazing Spider-Man 2, The",Marc Webb,"Andrew Garfield, Emma Stone",143,PG13,"IMAX, 3D","Action, Adventure",4324,Wide,"Avi Arad, Matthew Tolmach","Columbia Pictures, Marvel Studios","in THE AMAZING SPIDER-MAN 2, for Peter Parker (Andrew Garfield), life is busy - between taking out the bad guys as Spider-Man and spending time with the person her loves, Gwen (Emma Stone), high school graduation can't come quickly enough. Peter hasn't forgotten about the promise he made to Gwen's father to protect her by staying away - but that's a promise he just can't keep. Things will change for Peter when a new villain, Electro (Jamie Foxx), emerges and an old friend, Harry Osborn (Dan DeHaan), returns.",5/2/14,2014,5,18,202853933,1,0,0,4324,0,0
70988,5/9/14,UNI,Neighbors,Nicholas Stoller,"Seth Rogen, Zac Efron",97,R, ,"Comedy,",3279,Wide,"Evan Goldberg, Seth Rogen","DENTSU Music And Entertainment, Good Universe, Point Grey Pictures","Seth Rogen, Zac Efron and Rose Byrne lead the cast of Townies, a comedy about a young couple suffering from arrested development who are forced to live next to a fraternity house after the birth of their newborn baby. Townies is directed by Nick Stoller (Forgetting Sarah Marshall, Get Him to the Greek).",5/9/14,2014,5,19,150086800,2,1,0,3279,0,0
96101,5/9/14,SNY,Mom's Night Out,"Andrew Erwin, Jon Erwin","Sarah Drew, Trace Adkins",99,PG, ,"Comedy,",1044,Wide,"Andrew Erwin, Elizabeth Hatcher-Travis, Jon Erwin, Kevin Downes, Michael Scott, Russell Wolfe","Affirm Films, FourBoys Entertainment, Provident Films, Pure Flix Entertainment","All Allyson and her friends want is a peaceful, grown-up evening of dinner and conversation . . . a long-needed moms' night out. But in order to enjoy high heels, adult conversation and food not served in a paper bag, they need their husbands to watch the kids for three hours--what could go wrong? MOMS' NIGHT OUT is an endearing true-to-life family comedy that celebrates the beautiful mess called parenting.",5/9/14,2014,5,19,10429707,2,0,0,1044,0,0
73695,5/16/14,WB,Godzilla (2014),Gareth Edwards,"Aaron Taylor-Johnson, Bryan Cranston, Elizabeth Olsen",123,PG13,"IMAX, 3D","Action, Science Fiction",3952,Wide,"Brian Rogers, Jon Jashni, Thomas Tull","Legendary Entertainment, Lin Pictures","An epic rebirth to Toho's iconic Godzilla, this spectacular adventure, from Warner Bros. Pictures and Legendary Pictures, pits the world's most famous monster against malevolent creatures who, bolstered by humanity's scientific arrogance, threaten our very existence.",5/16/14,2014,5,20,200687000,2,0,0,3952,0,0
70318,5/16/14,DIS,Million Dollar Arm,Craig Gillespie,"Jon Hamm,Aasif Mandvi",124,PG, ,"Drama,",3019,Wide,"Gordon Gray, Joe Roth, Mark Ciardi","Mayhem Pictures, Roth Films","In a last ditch effort to save his career as a sports agent, JB Bernstein (Jon Hamm) concocts a scheme to find baseball's next great pitching ace. Hoping to find a young cricket pitcher he can turn into a major league baseball star, JB travels to India to produce a reality show competition called 'Million Dollar Arm.' With the help of a cantankerous but eagle-eyed retired baseball scout (Alan Arkin) he discovers Dinesh (played by Madhur Mittal from 'Slumdog Millionaire') and Rinku (played by Suraj Sharma from 'Life of Pi'), two 18 year old boys who have no idea about playing baseball, yet have a knack for throwing a fastball. Hoping to sign them to major league contracts and make a quick buck, JB brings the boys home to America to train. While the Americans are definitely out of their element in India -- the boys, who have never left their rural villages -- are equally challenged when they come to the States. As the boys learn the finer points of baseball -- JB, with the help of his charming friend Brenda (Lake Bell) -- learns valuable life lessons about teamwork, commitment and what it means to be a family.",5/16/14,2014,5,20,36457627,2,0,0,3019,0,0
72020,5/23/14,FOX,X-Men: Days Of Future Past (2014),Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender",130,PG13,3D,"Action, Adventure",3996,Wide,"Bryan Singer, Hutch Parker, Lauren Shuler-Donner, Simon Kinberg",Marvel Studios,"The ultimate X-Men ensemble fights a war for the survival of the species across two time periods in X-MEN: DAYS OF FUTURE PAST. The beloved characters from the original X-Men film trilogy join forces with their younger selves from 'X-Men: First Class,' in an epic battle that must change the past -- to save our future.",5/23/14,2014,5,21,233921534,2,1,0,3996,0,0
75440,5/23/14,WB,Blended,Frank Coraci,"Adam Sandler, Drew Barrymore",117,PG13, ,"Comedy, Romance",3555,Wide,"Adam Sandler, Jack Giarraputo, Mike Karz","Gulfstream Pictures, Happy Madison Productions","After a disastrous blind date, single parents Lauren (Barrymore) and Jim (Sandler) agree on only one thing: they never want to see each other again. But when they each sign up separately for a fabulous family vacation with their kids, they are all stuck sharing a suite at a luxurious African safari resort for a week.",5/23/14,2014,5,21,46306208,2,1,0,3555,0,0
67961,5/30/14,DIS,Maleficent,Robert Stromberg,"Angelina Jolie, Elle Fanning",98,PG,"IMAX, 3D","Action, Adventure",3948,Wide,"Don Hahn, Joe Roth, Richard D. Zanuck",Roth Films,"MALEFICENT explores the untold story of Disney's most iconic villain from the classic 'Sleeping Beauty' and the elements of her betrayal that ultimately turn her pure heart to stone. Driven by revenge and a fierce desire to protect the moors over which she presides, Maleficent cruelly places an irrevocable curse upon the human king's newborn infant Aurora. As the child grows, Aurora is caught in the middle of the seething conflict between the forest kingdom she has grown to love and the human kingdom that holds her legacy. Maleficent realizes that Aurora may hold the key to peace in the land and is forced to take drastic actions that will change both worlds forever.",5/30/14,2014,5,22,241410378,2,2,0,3948,0,0
75501,5/30/14,UNI,"Million Ways To Die In The West, A",Seth MacFarlane,"Charlize Theron, Seth MacFarlane",116,R, ,"Comedy, Western",3158,Wide,"Jason Clark, Scott Stuber, Seth MacFarlane","Bluegrass Films, Fuzzy Door Productions, Media Rights Capital","After a cowardly sheep farmer backs out of a gunfight, his fickle girlfriend leaves him for another man.  When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love.  But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test.",5/30/14,2014,5,22,42720965,2,1,0,3158,0,0
74708,6/6/14,FOX,"Fault In Our Stars, The",Josh Boone,"Ansel Elgort, Shailene Woodley",125,PG13, ,"Drama, Romance",3173,Wide,Wyck Godfrey,"DayDay Films, Temple Hill Entertainment","Hazel and Gus are two extraordinary teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them -- and us on an unforgettable journey. Their relationship is all the more miraculous, given that they met and fell in love at a cancer support group. THE FAULT IN OUR STARS, based upon the number-one bestselling novel by John Green, explores the funny, thrilling and tragic business of being alive and in love.",6/6/14,2014,6,23,124872350,2,1,0,3173,0,0
71262,6/6/14,WB,Edge Of Tomorrow,Doug Liman,"Emily Blunt, Tom Cruise",113,PG13,"IMAX, 3D","Action, Science Fiction",3490,Wide,"Erwin Stoff, Jason Hoffs, Jeffrey Silver, Tom Lassally","3 Arts Entertainment, Hypnotic, VIZ Productions, Village Roadshow Pictures","The story unfolds in a near future in which a hive-like alien race, called Mimics, have hit the Earth in an unrelenting assault, shredding great cities to rubble and leaving millions of human casualties in their wake. No army in the world can match the speed, brutality or seeming prescience of the weaponized Mimic fighters or their telepathic commanders. But now the world's armies have joined forces for a last stand offensive against the alien horde, with no second chances. Lt. Col. Bill Cage (Cruise) is an officer who has never seen a day of combat when he is unceremoniously demoted and then dropped,untrained and ill-equippedinto what amounts to little more than a suicide mission. Cage is killed within minutes, managing to take an Alpha down with him. But, impossibly, he awakens back at the beginning of the same hellish day, and is forced to fight and die again and again. Direct physical contact with the alien has thrown him into a time loop dooming him to live out the same brutal combat over and over. But with each pass, Cage becomes tougher, smarter, and able to engage the Mimics with increasing skill, alongside Special Forces warrior Rita Vrataski (Blunt), who has lain waste to more Mimics than anyone on Earth. As Cage and Rita take the fight to the aliens, each repeated battle becomes an opportunity to find the key to annihilating the alien invaders and saving the Earth.",6/6/14,2014,6,23,100206256,2,0,0,3490,0,0
69903,6/13/14,SNY,22 Jump Street,"Christopher Miller, Phil Lord","Channing Tatum, Ice Cube, Jonah Hill",111,R, ,"Comedy,",3306,Wide,Neal H. Moritz,"Columbia Pictures, Metro-Goldwyn-Mayer (MGM), Original Film","After making their way through high school (twice), big changes are in store for officers Schmidt (Jonah Hill) and Jenko (Channing Tatum) when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",6/13/14,2014,6,24,191718527,2,2,0,3306,0,0
71005,6/13/14,FOX,How To Train Your Dragon 2,Dean DeBlois,"Christopher Mintz-Plasse, Gerard Butler, Jonah Hill",102,PG,"IMAX, 3D","Animation, Action",4253,Wide,Bonnie Arnold,DreamWorks Animation,The thrilling second chapter of the epic HOW TO TRAIN YOUR DRAGON trilogy returns to the fantastical world of the heroic Viking Hiccup and his faithful dragon Toothless.  The inseparable duo must protect the peace -- and save the future of men and dragons from the power-hungry Drago.,6/13/14,2014,6,24,177002924,2,2,0,4253,0,0
75376,6/20/14,SNY,Think Like A Man Too,Tim Story,"Gabrielle Union, Kevin Hart, Taraji P. Henson",106,PG13, ,"Comedy,",2225,Wide,Will Packer,"Rainforest Films, Screen Gems","In the highly anticipated sequel, which was inspired by Steve Harveyas best-selling book Act Like a Lady, Think Like A Man, all the couples are back for a wedding in Las Vegas. But plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",6/20/14,2014,6,25,65182182,2,2,0,2225,0,0
74849,6/20/14,WB,Jersey Boys,Clint Eastwood,"Christopher Walken, Erica Piccininni",134,R, ,"Drama, Musical",2905,Wide,"Graham King, Robert Lorenz, Tim Headington","GK Films, Malpaso Productions",Film is the big screen version of the Tony award-winning musical about the formation of the iconic group the Four Seasons.,6/20/14,2014,6,25,47047013,2,1,0,2905,0,0
67738,6/27/14,PAR,Transformers: Age Of Extinction,Michael Bay,"Mark Wahlberg, Nicola Peltz",165,PG13,"IMAX, 3D","Action, Adventure",4233,Wide,"Don Murphy, Ian Bryce, Lorenzo di Bonaventura, Tom DeSanto","Di Bonaventura Pictures, Hasbro","As humanity picks up the pieces, following the conclusion of Transformers: Dark of the Moon, Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control a' all while an ancient, powerful Transformer menace sets Earth in his cross-hairs. The epic adventure and battle between good and evil, freedom and enslavement ensues. (unofficial)",6/27/14,2014,6,26,245439076,2,2,0,4233,0,0
96183,6/27/14,LGF,America (2014),"Dinesh D'Souza, John Sullivan",,103,PG13, ,"Documentary,",3,Limited,Gerald R. Molen, ,"The new film from the creators of 2016: OBAMA'S AMERICA takes America's critics at face value and imagines a world in which she never existed. Today that notion of the essential goodness of America is under attack, replaced by another story in which theft and plunder are seen as the defining features of American history--from the theft of Native American and Mexican lands and the exploitation of African labor to a contemporary foreign policy said to be based on stealing oil and a capitalist system that robs people of their 'fair share.' Gerald Molen, the Academy Award-winning producer of SCHINDLER'S LIST, Dinesh D'Souza, the New York Times best-selling author and creator of 2016, and  director John Sullivan invite you on a journey of discovery that will bring you face-to-face with America's most compelling contemporary critics along with the heroes who built America, in the times in which they lived, bled, and sacrificed in order to build a great nation. You'll be there as Christopher Columbus sets foot on American soil, as bullets whiz by George Washington's head, as Frederick Douglass demands that America live up to the promises of its founding and as Abraham Lincoln sacrifices thousands of lives, including his own, to right a great wrong. AMERICA the movie shows viewers why America the nation is more important to the world than we could ever imagine.",6/27/14,2014,6,26,14444502,2,2,1,1105,0,0
75452,7/4/14,WB,Tammy,"Ben Falcone, Melissa McCarthy","Melissa McCarthy, Susan Sarandon",97,R, ,"Comedy,",3465,Wide,"Adam McKay, Chris Henchy, Kevin J. Messick, Melissa McCarthy, Will Ferrell","Gary Sanchez Productions, New Line Cinema, On the Day","Tammy (McCarthy) is having a bad day. Sheas totaled her clunker car, gotten fired from her thankless job at a greasy burger joint, and instead of finding comfort at home, finds her husband getting comfortable with the neighbor in her own house.  Itas time to take her boom box and book it. The bad news is sheas broke and without wheels. The worse news is her grandma, Pearl (Sarandon), is her only optiona'with a car, cash, and an itch to see Niagara Falls. Not exactly the escape Tammy had in mind. But on the road, with grandma riding shot gun, it may be just what Tammy needs.",7/2/14,2014,7,27,84525432,3,2,0,3465,0,0
75450,7/4/14,SNY,Deliver Us From Evil (2014),Scott Derrickson,"Edgar Ramirez, Eric Bana, Olivia Munn",119,R, ,"Horror, Action",3049,Wide,Jerry Bruckheimer,"Jerry Bruckheimer Films, Screen Gems","In a paranormal world, a NY police officer investigates real life demon possessions, excorsims and werewolves after dark.",7/2/14,2014,7,27,30577122,3,0,0,3049,0,0
70153,7/11/14,FOX,Dawn Of The Planet Of The Apes,Matt Reeves,"Gary Oldman, Jason Clarke, Keri Russell",130,PG13,3D,"Action, Drama",3967,Wide,"Amanda Silver, Dylan Clark, Peter Chernin, Rick Jaffa",Chernin Entertainment,"A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.  They reach a fragile peace, but it proves short-lived, as both sides are brought to the brink of a war that will determine who will emerge as Earthas dominant species.",7/11/14,2014,7,28,208545589,1,1,0,3967,0,0
94331,7/18/14,UNI,"Purge: Anarchy, The",James DeMonaco,"Carmen Ejogo, Frank Grillo",103,R, ,"Horror, Suspense",2806,Wide,"Andrew Form, Brad Fuller, James DeMonaco, Jason Blum, Michael Bay, Sebastien K. Lemercier","Blumhouse Productions, Platinum Dunes","The New Founders of America invite you to celebrate your annual right to Purge.  THE PURGE: ANARCHY, the sequel to summer 2013's sleeper hit that opened to No. 1 at the box-office, sees the return of writer/director/producer James DeMonaco to craft the next terrifying chapter of dutiful citizens preparing for their country's yearly 12 hours of anarchy.  Returning alongside DeMonaco to produce the sequel to 2013's sleeper hit are Blumhouse Productions' Jason Blum (Paranormal Activity and Insidious series), alongside SAbastien K. Lemercier (Assault on Precinct 13, Four Lovers) and Platinum Dunes partners Michael Bay (Pain & Gain, Transformers franchise), Brad Fuller (The Amityville Horror, A Nightmare on Elm Street) and Andrew Form (The Texas Chainsaw Massacre, Friday the 13th).",7/18/14,2014,7,29,71752260,3,2,0,2806,0,0
72277,7/18/14,DIS,Planes: Fire and Rescue,Roberts Gannaway,"Dane Cook, Julie Bowen",83,PG,3D,"Animation, Adventure",3826,Wide,John Lasseter,"DisneyToon Studios, Walt Disney Feature Animation","When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",7/18/14,2014,7,29,59165787,3,1,0,3826,0,0
70313,7/18/14,SNY,Sex Tape,Jake Kasdan,"Cameron Diaz, Jason Segel",95,R, ,"Comedy,",3062,Wide,"Jason Blumenthal, Steve Tisch, Todd Black","Columbia Pictures, Escape Artists","A married couple with children spends a night away from their kids by making a sex tape to spice up their relationship, and when the tape goes missing the search is on.",7/18/14,2014,7,29,38543473,3,0,0,3062,0,0
94364,7/25/14,UNI,Lucy,Luc Besson,"Morgan Freeman, Scarlett Johansson",89,R,IMAX,"Action, Foreign",3173,Wide,"Christophe Lambert, Luc Besson",EuropaCorp,"From LA FEMME NIKITA and THE PROFESSIONAL to THE FIFTH ELEMENT, writer/director Luc Besson has created some of the toughest, most memorable female action heroes in cinematic history.  Now, Besson directs Scarlett Johansson in LUCY, an action-thriller that tracks a woman accidentally caught in a dark deal who turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.  LUCY also stars Academy Award winner Morgan Freeman and is produced by Virginie Besson-Silla for EuropaCorp.",7/25/14,2014,7,30,126573960,2,2,0,3173,0,0
75038,7/25/14,PAR,Hercules,Brett Ratner,"Dwayne Johnson, John Hurt",98,PG13,"IMAX, 3D","Action, Adventure",3595,Wide,"Barry Levine, Beau Flynn, Brett Ratner, Gary Barber, Jonathan Glickman","Film 44, Metro-Goldwyn-Mayer (MGM), Radical Studios","Fourteen-hundred years ago, a tormented soul walked the Earth that was neither man nor god. Hercules, powerful son of the god king Zeus, received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods, finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and the presence of death. These men and woman never question where, why, or whom they go to fight; only how much they will be paid. Knowing this, the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. Hercules begins to question King Cotys' motives when he takes his army out to battle and sees them practice on innocent men, women, and children of their neighbors. Deep in his soul something stirs, but is it enough to stop a mad king and his army of the damned from marching across Greece - or even Olympus itself?! (temp)",7/25/14,2014,7,30,72688614,2,2,0,3595,0,0
66305,8/1/14,DIS,Guardians Of The Galaxy,James Gunn,"Chris Pratt, Dave Bautista, Zoe Saldana",122,PG13,"IMAX, 3D","Action, Adventure",4080,Wide,Kevin Feige,Marvel Studios,"An action-packed, epic space adventure, Marvel's 'Guardians of the Galaxy' expands the Marvel Cinematic Universe into the cosmos, where brash adventurer Peter Quill finds himself the object of an unrelenting bounty hunt after stealing a mysterious orb coveted by Ronan, a powerful villain with ambitious that threaten the entire universe.  To evade the ever-persistent Ronan, Quill is forced into an uneasy truce with a quartet of disparate misfits-Rocket, a gun-toting raccoon, Groot, a tree-like humanoid, the deadly and enigmatic Gamora and the revenge-driven humanoid, the deadly and enigmatic Gamora and the revenge-driven Drax the Destroyer.  But when Quill discovers the true power of the orb and the menace it poses to the cosmos, he must do his best to rally his ragtag rivals for a last, desperate stand-with the galaxy's fate in the balance.",8/1/14,2014,8,31,333176600,2,0,1,4080,0,0
74542,8/1/14,UNI,Get On Up (2014),Tate Taylor,"Chadwick Boseman,Billy Slaughter",138,PG13, ,"Drama, Musical",2468,Wide,"Brian Grazer, Erica Huggins, Mick Jagger, Tate Taylor, Victoria Pearman","DENTSU Music And Entertainment, Imagine Entertainment, Jagged Films, Wyolah Films","In his follow-up to the four-time Academy AwardA-nominated blockbuster The Help, Tate Taylor directs 42's Chadwick Boseman as James Brown in GET ON UP.  Based on the incredible life story of the Godfather of Soul, the film will give a fearless look inside the music, moves and moods of Brown, taking audiences on the journey from his impoverished childhood to his evolution into one of the most influential figures of the 20th century.    Boseman is joined in the drama by Viola Davis, Octavia Spencer, Nelsan Ellis, Lennie James, Jill Scott and Dan Aykroyd.",8/1/14,2014,8,31,30569935,2,0,0,2468,0,0
67876,8/8/14,PAR,Teenage Mutant Ninja Turtles,Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner",101,PG13,"IMAX, 3D","Action, Adventure",3845,Wide,"Andrew Form, Brad Fuller, Bradley Fuller, Galen Walker, Michael Bay, Scott Mednick","Lightbox, Mirage Studios, Nickelodeon Movies, Platinum Dunes","The Teenage Mutant Ninja Turtles are bigger and better than ever in this blockbuster hit loaded with nonstop action and laughs! When New York City is in trouble, it's up to these four ninja-fighting, pizza-loving brothers to save it. Aided by determined reporter April O'Neil (Megan Fox) and their wise master Splinter, these unlikely heroes must face their ultimate nemesis - the evil Shredder.",8/8/14,2014,8,32,191204754,4,3,0,3845,0,0
74020,8/8/14,DIS,"Hundred-Foot Journey, The",Lasse Hallstrom,"Helen Mirren, Manish Dayal, Om Puri",122,PG, ,"Drama, Comedy",2023,Wide,"Juliet Blake, Oprah Winfrey, Steven Spielberg","Harpo Films, Participant Media","In THE HUNDRED-FOOT JOURNEY, Hassan Kadam (Manish Dayal) is a culinary ingenue with the gastronomic equivalent of perfect pitch. Displaced from their native India, the Kadam family, led by Papa (Om Puri), settles in the quaint village of Saint-Antonin-Noble-Val in the south of France. Filled with charm, it is both picturesque and elegant -- the ideal place to settle down and open an Indian restaurant, the Maison Mumbai. That is, until the chilly chef proprietress of Le Saule Pleureur, a Michelin starred, classical French restaurant run by Madame Mallory (Helen Mirren), gets wind of it. Her icy protests against the new Indian restaurant a hundred feet from her own escalate to all out war between the two establishments -- until Hassan's passion for French haute cuisine and for Mme. Mallory's enchanting sous chef, Marguerite (Charlotte Le Bon), combine with his mysteriously delicious talent to weave magic between their two cultures and imbue Saint-Antonin with the flavors of life that even Mme. Mallory cannot ignore. At first Mme. Mallory's culinary rival, she eventually recognizes Hassan's gift as a chef and takes him under her wing.",8/8/14,2014,8,32,54240821,4,1,0,2023,0,0
74844,8/8/14,WB,Into The Storm (2014),Steven Quale,"Richard Armitage, Sarah Wayne Callies",89,PG13, ,"Action, Suspense",3434,Wide,Todd Garner,Broken Road Productions,"In the span of a single day, the town of Silverton is ravaged by an unprecedented onslaught of tornadoes. The entire town is at the mercy of the erratic and deadly cyclones, even as storm trackers predict the worst is yet to come. Most people seek shelter, while others run towards the vortex, testing how far a storm chaser will go for that once-in-a-lifetime shot. Told through the eyes and lenses of professional storm chasers, thrill-seeking amateurs, and courageous townspeople, 'Into To The Storm' throws you directly into the eye of the storm to experience Mother Nature at her most extreme.",8/8/14,2014,8,32,47626609,4,1,0,3434,0,0
88626,8/8/14,LGF,Step Up All In,Trish Sie,"Alyson Stoner, Stephen Boss",112,PG13,3D,"Drama, Romance",2072,Wide,"Adam Shankman, Erik Feig, Jennifer Gibgot, Patrick Wachsberger",Offspring Entertainment,"From Summit Entertainment.  In the next exciting chapter of the international phenomenon STEP UP, all-stars from previous installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.",8/8/14,2014,8,32,14904384,4,0,0,2072,0,0
95864,8/15/14,FOX,Let's Be Cops,Luke Greenfield,"Damon Wayans Jr., Jake M. Johnson, Keegan Michael Key",104,R, ,"Comedy, Action",3094,Wide,"Luke Greenfield, Simon Kinberg","Genre Films, WideAwake, Inc.","It's the ultimate buddy cop movie except for one thing: they're not cops. When two struggling pals dress as police officers for a costume party, they become neighborhood sensations. But when these newly-minted 'heroes' get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",8/13/14,2014,8,33,82390774,2,1,0,3094,0,0
75614,8/15/14,LGF,"Expendables 3, The",Patrick Hughes,"Jason Statham, Sylvester Stallone",128,PG13, ,"Action,",3221,Wide,"Avi Lerner, Danny Lerner, Kevin King Templeton, Les Weldon, Sylvester Stallone",Nu Image Films,"In THE EXPENDABLES 3, Barney (Stallone), Christmas (Statham) and the rest of the team come face-to-face with Conrad Stonebanks (Gibson), who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill... or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables' most personal battle yet.",8/15/14,2014,8,33,39322544,2,0,0,3221,0,0
95838,8/22/14,WB,If I Stay,R.J. Cutler,"Chloë Grace Moretz, Mireille Enos",106,PG13, ,"Drama, Romance",2907,Wide,"Alison Greenspan, Denise Di Novi","DiNovi Pictures, Metro-Goldwyn-Mayer (MGM)","Gayle Forman's best-selling novel comes to the screen in New Line Cinema's and Metro-Goldwyn-Mayer Pictures' drama 'If I Stay,' starring ChloA Grace Moretz ('Carrie,' the 'Kick-Ass' films), Mireille Enos (TV's 'The Killing,' 'World War Z'), Joshua Leonard ('Higher Ground'), Jamie Blackley ('Snow White and the Huntsmen') and Stacy Keach ('Nebraska').            Mia Hall (Moretz) thought the hardest decision she would ever face would be whether to pursue her musical dreams at Juilliard or follow a different path to be with the love of her life, Adam (Blackley).  But what should have been a carefree family drive changes everything in an instant, and now her own life hangs in the balance.  Caught between life and death for one revealing day, Mia has only one decision left, which will not only decide her future but her ultimate fate.",8/22/14,2014,8,34,50474843,2,0,0,2907,0,0
75428,8/22/14,SNY,When The Game Stands Tall,Thomas Carter,"Jim Caviezel, Laura Dern, Michael Chiklis",115,PG, ,"Drama,",2673,Wide,"Cathy Schulman, David Zelon",Mandalay Pictures,"A young high-school football coach turns around his team and leads the school to a twelve year winning streak. Based on the book 'When the Game Stands Tall', written by Neil Hayes and published by Frog Books on October 30, 2003. (unofficial)",8/22/14,2014,8,34,30127963,2,0,0,2673,0,0
96128,8/29/14,UNI,"As Above, So Below",John Erick Dowdle,"Ben Feldman, Edwin Hodge, Perdita Weeks",93,R, ,"Suspense,",2640,Wide,"Drew Dowdle, Jon Jashni, Patrick Aiello, Thomas Tull",Legendary Entertainment,"Miles of twisting catacombs lie beneath the streets of Paris, the eternal home to countless souls.  When a team of explorers ventures into the uncharted maze of bones, they uncover the dark secret that lies within this city of the dead.  A journey into madness and terror, AS ABOVE/SO BELOW reaches deep into the human psyche to reveal the personal demons that come back to haunt us all.",8/29/14,2014,8,35,21222315,2,0,0,2640,0,0
98811,8/29/14,LGF,Cantinflas,Sebastian Vega del Amo,"Michael Imperioli, Óscar Jaenada",106,PG, ,"Drama, Comedy",382,Moderate,"Adolfo Franco, Vidal Cantu",Kenio Films,"From Lionsgate and Pantelion Films.  CANTINFLAS is the untold story of Mexico's greatest and most beloved comedy film star of all time.  From his humble origins on the small stage to the bright lights of Hollywood, Cantinflas became famous around the world -  one joke at a time.   Relive the laughter that has charmed generations.",8/29/14,2014,8,35,6382924,2,0,0,382,0,0
97311,9/5/14,SNY,"Remaining, The",Casey La Scala,"Bryan Dechart, Johnny Pacar, Shaun Sipos", ,PG13, ,"Horror, Suspense",67,Limited,"Brad Luff, Marc Bienstock", ,"THE REMAINING is an action-packed supernatural thriller that addresses questions of life, love and belief against an apocalyptic backdrop. A group of close friends gather for a wedding, but the celebration is shattered by a series of cataclysmic events and enemies foretold by biblical end-times prophecies. The survivors face a horrifying, uncertain future as they scramble for safety, but as their world collapses around them in chaos and terror will they choose real life through faith, or just try to survive?",9/5/14,2014,9,36,1169603,1,0,0,67,0,0
71188,9/12/14,SNY,No Good Deed,Sam Miller,"Idris Elba, Kate del Castillo, Leslie Bibb, Taraji P. Henson",83,PG13, ,"Suspense,",2175,Wide,"Lee Clay, Will Packer","Rainforest Films, Screen Gems, Will Packer Productions","Terri (Taraji P. Henson), a devoted wife and mother of two, lives an ideal life that takes a dramatic turn when her home and children are threatened by Colin (Idris Elba), a charming stranger who smooth-talks his way into her house, claiming car trouble. The unexpected invitation leaves her and her family terrorized and fighting for survival.",9/12/14,2014,9,37,52543632,2,0,0,2175,0,0
