Xref,Exhibition Week,Dist,Title,Director,Cast,Run Time,Rating,IMAX/3D,Genre,Locations at Opening,Pattern,Producer(s),Production Company,Synopsis,Release,Year of Release,Month of Release,Week of Release,Reported Gross,Competition,Wide Competition,Number of Expansions,Locations at Widest,Released During Covid?,Day & Date
56754,5/18/12,UNI,Battleship,Peter Berg,"Alexander Skarsgård, Liam Neeson",131,PG13, ,"Action, Science Fiction",3690,Wide,"Bennett Schneir, Brian Goldner, Peter Berg, Sarah Aubrey","DENTSU Music And Entertainment, Hasbro","Peter Berg (Hancock, The Kingdom, Friday Night Lights) directs and produces Battleship, an epic-scale action-adventure that unfolds across the seas, in the skies and over land as our planet fights for survival against a superior force.  Battleship stars Taylor Kitsch as Lieutenant Alex Hopper, a naval weapons officer assigned to USS John Paul Jones; Alexander Skarsgard as Hopper's older brother, Stone, Commanding Officer of USS Sampson; global music superstar Rihanna, making her motion-picture debut as Petty Officer Second Class Cora Raikes, Hopper's crewmate and a weapons specialist on USS John Paul Jones; Brooklyn Decker as Sam Shane, Hopper's fiancee and a physical therapist specializing in the rehabilitation of military combat veterans; Tadanobu Asano, as Captain Yugi Nagata, Commanding Officer of the Japanese destroyer Myoko and Hopper's archrival; and Liam Neeson as Hopper and Stone's superior (and Sam's father), Admiral Shane, Commander of the Pacific Fleet.  Supporting the cast are Hamish Linklater as Cal Zapata, a scientist who mans the international satellite station in Hawaii that searches the skies for signs of life; Jesse Plemons as Jimmy 'Ordy' Ord, a boatswain aboard USS John Paul Jones; New Zealander John Tui as the ship's engine room expert, Chief Petty Officer Walter 'The Beast' Lynch; and, in his professional acting debut, U.S. Army Colonel Gregory D. Gadson, a battalion leader who lost both legs in Iraq in 2007. Gadson plays Lieutenant Colonel Mick Canales, an Army combat veteran and double amputee who begins his recovery just as the alien attack begins. Inspired by Hasbro's classic naval-combat game, Battleship is produced by Brian Goldner and Bennett Schneir of Hasbro (the Transformers and G.I. Joe franchises), Scott Stuber (Safe House, Couples Retreat), Film 44's Sarah Aubrey (The Kingdom), along with Duncan Henderson (Master and Commander: The Far Side of the World, The Perfect Storm). The action-adventure is written by Jon Hoeber & Erich Hoeber (Red).",5/18/12,2012,5,20,65233400,3,1,0,3690,0,0
60488,5/18/12,PAR,"Dictator, The",Larry Charles,"Anna Faris, Sacha Baron Cohen",83,R, ,"Comedy,",3008,Wide,"Alec Berg, David Mandel, Jeff Schaffer, Sacha Baron Cohen, Scott Rudin", ,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,5/16/12,2012,5,20,59650222,3,2,0,3008,0,0
57363,5/18/12,LGF,What to Expect When You're Expecting,Kirk Jones,"Cameron Diaz, Elizabeth Banks, Jennifer Lopez",110,PG13, ,"Romantic Comedy,",3021,Wide,"Arnold Messer, David Thwaites, Mike Medavoy","Alcon Entertainment, Phoenix Pictures","Based on Heidi Murkoff's 16 million copy best-selling book, WHAT TO EXPECT WHEN YOU'RE EXPECTING is an ensemble romantic comedy in the vein of LOVE ACTUALLY and VALENTINE'S DAY. The film is a modern look at love through the eyes of five interconnected couples experiencing the thrills and surprises of having a baby, and ultimately coming to understand the universal truth that no matter what you plan for, life doesn't always deliver what's expected",5/18/12,2012,5,20,41152203,3,0,0,3021,0,0
57759,5/25/12,SNY,Men In Black 3 (2012),Barry Sonnenfeld,"Josh Brolin, Tommy Lee Jones, Will Smith",106,PG13,"IMAX, 3D","Comedy, Action",4248,Wide,"Etan Cohen, Laurie MacDonald, Walter F. Parkes","Amblin Entertainment, Columbia Pictures, Media Magik Entertainment, Parkes/MacDonald Productions","In MEN IN BLACK 3, Agents J (Will Smith) and K (Tommy Lee Jones) are back... in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him -- secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",5/25/12,2012,5,21,179020854,2,1,0,4248,0,0
67753,5/25/12,WB,Chernobyl Diaries,Bradley Parker,"Jesse McCartney, Jonathan Sadowski, Olivia Taylor Dudley",86,R, ,"Horror, Suspense",2433,Wide,"Brian Witten, Oren Peli",FilmNation Entertainment,"'Chernobyl Diaries' is set in the city of Prypiat that once housed the workers of the Chernobyl nuclear reactor, the horror-thriller follows a group of friends who, while vacationing in Europe, find themselves stranded in the abandoned city only to discover that they are not alone.",5/25/12,2012,5,21,18119640,2,0,0,2433,0,0
65659,6/1/12,UNI,Snow White And The Huntsman,Rupert Sanders,"Charlize Theron, Chris Hemsworth, Kristen Stewart",126,PG13, ,"Adventure, Fantasy",3773,Wide,"Joe Roth, Palak Patel, Sam Mercer","DENTSU Music And Entertainment, Roth Films","In the epic action-adventure Snow White and the Huntsman, Kristen Stewart (Twilight) plays the only person in the land fairer than the evil queen (Oscar winner Charlize Theron) who is out to destroy her. But what the wicked ruler never imagined is that the young woman threatening her reign has been training in the art of war with a huntsman (Chris Hemsworth, Thor) who was dispatched to kill her. Sam Claflin (Pirates of the Caribbean: On Stranger Tides) joins the cast as the prince long enchanted by Snow White's beauty and power.",6/1/12,2012,6,22,155136755,1,1,0,3773,0,0
56322,6/8/12,PAR,Madagascar 3: Europe's Most Wanted,Eric Darnell,"Ben Stiller, Chris Rock, Jada Pinkett Smith",93,PG,3D,"Animation, Adventure",4258,Wide,"Mark Swift, Mireille Soria",DreamWorks Animation,"Alex the Lion, Marty the Zebra, Gloria the Hippo, and Melman the Giraffe are still fighting to get home to their beloved Big Apple and of course, King Julien, Maurice and the Penguins are all along for the comedic adventure. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent  Madagascar style.",6/8/12,2012,6,23,216391482,2,2,0,4258,0,0
65934,6/8/12,FOX,Prometheus,Ridley Scott,"Charlize Theron, Michael Fassbender, Noomi Rapace", ,R,"IMAX, 3D","Action, Science Fiction",3396,Wide,David Giler,"Brandywine Productions, Dune Entertainment, Scott Free Productions","Ridley Scott, director of 'Alien' and 'Blade Runner,' returns to the genre he helped define. With PROMETHEUS, he creates a groundbreaking mythology, in which a team of explorers discover a clue to the origins of mankind on Earth, leading them on a thrilling journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",6/8/12,2012,6,23,126477084,2,2,0,3396,0,0
60537,6/15/12,WB,Rock of Ages,Adam Shankman,"Diego Boneta, Julianne Hough, Tom Cruise",123,PG13,IMAX,"Musical,",3470,Wide,"Adam Shankman, Carl Levin, Garrett Grant, Jennifer Gibgot, Matt Weaver, Scott Prisand, Tobey Maguire","Maguire Entertainment, New Line Cinema","Set in 1987 Los Angeles, Drew and Sherrie are two young people chasing their dreams in the big city. When they meet, it's love at first sight, though their romance will face a series of challenges.",6/15/12,2012,6,24,38518613,2,0,0,3470,0,0
64971,6/15/12,SNY,That's My Boy,"John Morris, Sean Anders","Adam Sandler, Andy Samberg",116,R, ,"Comedy,",3030,Wide,"Adam Sandler, Heather Parry, Jack Giarraputo","Columbia Pictures, Happy Madison Productions","While still in his teens, Donny (Adam Sandler)  fathered a son, Todd (Andy Samberg), and  raised him as a single parent up until Todd  18th birthday. Now, after not seeing each  other for years, Todd world comes crashing  down on the eve of his wedding when an  uninvited Donny suddenly shows up. Trying  desperately to reconnect with his son,  Donny is now forced to deal with the  repercussions of his bad parenting skills.",6/15/12,2012,6,24,36931089,2,0,0,3030,0,0
54979,6/22/12,DIS,Brave,"Brenda Chapman, Mark Andrews","Emma Thompson, Kelly Macdonald, Kevin McKidd",101,PG,3D,"Animation, Action",4164,Wide,Katherine Sarafian,Pixar Animation Studios,"Merida is a skilled archer and impetuous daughter of King Fergus and Queen Elinor. Determined to carve her own path in life, Merida defies an age-old custom sacred to the uproarious lords of the land: massive Lord MacGuffin, surly Lord Macintosh and cantankerous Lord Dingwall. Merida's actions inadvertently unleash chaos and fury in the kingdom, and when she turns to an eccentric old Witch for help, she is granted an ill-fated wish. The ensuing peril forces Merida to discover the meaning of true bravery in order to undo a beastly curse before it's too late.",6/22/12,2012,6,25,237283207,2,2,0,4164,0,0
65661,6/22/12,FOX,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,"Benjamin Walker, Dominic Cooper, Mary Elizabeth Winstead",105,R,3D,"Action, Adventure",3108,Wide,"Jim Lemley, Tim Burton, Timur Bekmambetov",Tim Burton Productions,"He freed the slaves and saved the Union.  His legacy as our greatest president endures to this day.  But Abraham Lincoln's life as the world's greatest hunter of the undead remained a secret  until now.   Director Timur Bekmambetov ('Wanted), producer Tim Burton and writer Seth Grahame-Smith reveal the incredible story of Lincoln's lifelong war on vampires, and the role these creatures played in the untold history of our nation.",6/22/12,2012,6,25,37519139,2,1,0,3108,0,0
57249,6/29/12,UNI,Ted (2012),Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane",106,R, ,"Comedy,",3239,Wide,"John Jacobs, Scott Stuber, Seth MacFarlane, Wellesley Wild",Bluegrass Films,"A story centered on a man and his teddy bear, who comes to life as the result of a childhood wish.",6/29/12,2012,6,26,218665740,4,2,0,3239,0,0
66456,6/29/12,WB,Magic Mike,Steven Soderbergh,"Alex Pettyfer, Channing Tatum",110,R, ,"Drama, Comedy",2930,Wide,"Channing Tatum, Gregory Jacobs, Nick Wechsler, Reid Carolin","Iron Horse Entertainment, Nick Wechsler Productions","Set in the world of male strippers, 'Magic Mike' is directed by Steven Soderbergh and stars Channing Tatum in a story inspired by his real life.  The film follows Mike (Tatum) as he takes a young dancer called The Kid (Pettyfer) under his wing and schools him in the fine arts of partying, picking up women, and making easy money.",6/29/12,2012,6,26,113840493,4,3,0,2930,0,0
67965,6/29/12,LGF,Tyler Perry's Madea's Witness Protection,Tyler Perry,"Denise Richards, Eugene Levy, Tyler Perry",114,PG13, ,"Comedy,",2161,Wide,"Ozzie Areu, Paul C. Hall, Tyler Perry",Tyler Perry Studios,"Tyler Perry returns as America's favorite brash, no-holds-barred grandma in TYLER PERRY'S MADEA'S WITNESS PROTECTION, an outrageous culture clash comedy that also stars Eugene Levy, Denise Richards and Doris Roberts.     For years, George Needleman (Levy), the gentle CFO of a Wall Street investment bank, has been living with his head in the clouds. His frustrated second wife, Kate (Richards), has reached her limit taking care of his senile mother, Barbara (Roberts). His teenage daughter, Cindy (Danielle Campbell), is spoiled beyond hope and his seven-year-old son, Howie (Devan Leos), wishes his father were around more. But George is finally forced to wake up when he learns that his firm, Lockwise Industries, has been operating a mob-backed Ponzi scheme  and that he's been set up as the fall guy.     Facing criminal charges and death threats from the mob, George and his entire family are put under witness protection in the safest place that Brian (Perry), a federal prosecutor from Atlanta, can think of     His aunt Madea's house down South.     As a result, Madea and her live-in brother, Uncle Joe (Perry), find themselves managing a completely dysfunctional family from Connecticut.  But as George tries to solve the mystery behind Lockwise's finances, Madea whips the Needlemans into shape using her hilarious brand of tough love. And together, they realize they just might have what it takes to unite George's family, outsmart the mob and change everyone's lives for the better.     Featuring Perry's trademark blend of raucous comedy and emotional uplift, MADEA'S WITNESS PROTECTION is written and directed by Perry, and produced by Perry, Ozzie Areu and Paul Hall.   The film also stars Romeo Miller, Marla Gibbs, John Amos and Tom Arnold.",6/29/12,2012,6,26,65653242,4,2,0,2161,0,0
67886,6/29/12,DIS,People Like Us,Alex Kurtzman,"Chris Pine, Elizabeth Banks",115,PG13, ,"Drama,",2055,Wide,"Alex Kurtzman, Bobby Cohen, Roberto Orci","DreamWorks SKG, Kurtzman Orci Paper Products, Reliance Entertainment, Touchstone Pictures","From DreamWorks Pictures comes People Like Us, a drama/comedy about family, inspired by true events, starring Chris Pine as Sam, a twenty-something, fast-talking salesman, whose latest deal collapses on the day he learns that his father has suddenly died. Against his wishes, Sam is called home, where he must put his father's estate in order and reconnect with his estranged family. In the course of fulfilling his father's last wishes, Sam uncovers a startling secret that turns his entire world upside down: He has a 30-year-old sister Frankie whom he never knew about (Elizabeth Banks). As their relationship develops, Sam is forced to rethink everything he thought he knew about his family-and re-examine his own life choices in the process.",6/29/12,2012,6,26,12434778,4,0,0,2055,0,0
56053,7/6/12,SNY,"Amazing Spider-Man, The",Marc Webb,"Andrew Garfield, Emma Stone",137,PG13,"IMAX, 3D","Action, Adventure",4318,Wide,"Avi Arad, Laura Ziskin, Matthew Tolmach","Columbia Pictures, Marvel Studios","One of the world's most popular characters is back on the big screen as a new chapter in the Spider-Man legacy is revealed in The Amazing Spider-Man. Focusing on an untold story that tells a different side of the Peter Parker story, the new film stars Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell Scott, Irrfan Khan, with Martin Sheen and Sally Field. The film is directed by Marc Webb from a screenplay written by James Vanderbilt, based on the Marvel Comic Book by Stan Lee and Steve Ditko. Laura Ziskin, Avi Arad, and Matt Tolmach are producing the film in association with Marvel Entertainment for Columbia Pictures, which will open in theaters everywhere in 3D on July 3, 2012.",7/3/12,2012,7,27,262030663,3,2,0,4318,0,0
66134,7/6/12,UNI,Savages (2012),Oliver Stone,"Aaron Taylor-Johnson, Blake Lively, Taylor Kitsch",131,R, ,"Suspense,",2628,Wide,"Eric Kopeloff, Moritz Borman","DENTSU Music And Entertainment, Relativity Media","Three-time Oscar-winning filmmaker Oliver Stone returns to the screen with the ferocious thriller SAVAGES, featuring the all-star ensemble cast of Taylor Kitsch, Blake Lively, Aaron Johnson, John Travolta, Uma Thurman, Benicio Del Toro, Salma Hayek, Emile Hirsch and Demian Bichir. The film is based on Don Winslow's best-selling crime novel that was named one of The New York Times' Top 10 Books of 2010. Laguna Beach entrepreneurs Ben (Johnson), a peaceful and charitable Buddhist, and his closest friend Chon (Kitsch), a former Navy SEAL and ex-mercenary, run a lucrative, homegrown industry-raising some of the best marijuana ever developed.  They also share a one-of-a-kind love with the extraordinary beauty Ophelia (Lively).  Life is idyllic in their Southern California town...until the Mexican Baja Cartel decides to move in and demands that the trio partners with them. When the merciless head of the BC, Elena (Hayek), and her brutal enforcer, Lado (Del Toro), underestimate the unbreakable bond among these three friends, Ben and Chon-with the reluctant, slippery assistance of a dirty DEA agent (Travolta)-wage a seemingly unwinnable war against the cartel.  And so begins a series of increasingly vicious ploys and maneuvers in a high stakes, savage battle of wills.",7/6/12,2012,7,27,47323100,3,1,0,2628,0,0
